BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,SeriesLink
758,"Mo huan xian shi zhu yi da shi, Jiaxiya Ma'erkesi (Er shi shi ji wai guo wen xue ping lun cong shu) (Mandarin Chinese Edition)",Zhongyi Chen,0.00,0,0,283,1988,,
757,"Guía para la lectura de ""Cien años de soledad""",María Eulalia Montaner,2.50,4,1,282,1987,,
754,Guitar Picture Chords in Color,"Ed Lozano, Various",5.00,3,0,56,2001,,
755,Guitar Case Chord Book (Guitar),Peter Pickow,4.31,26,0,48,1978,/work/shelves/5000,
753,Joe Pass Guitar Chords,Joe Pass,4.50,30,1,24,1986,/work/shelves/4998,
759,Collected Stories,"Gabriel García Márquez, Gregory Rabassa, J.S. Bernstein",4.19,7618,266,352,1984,/work/shelves/750435,
761,El otoño del patriarca,Gabriel García Márquez,3.86,18279,1114,297,1975,/work/shelves/6325280,
760,Memories of My Melancholy Whores,"Gabriel García Márquez, Edith Grossman",3.60,69411,4260,115,2004,/work/shelves/2166510,
767,Rumores de Mar,"Luis Mateo Díez, Gabriel García Márquez, Viviana Paletta",3.75,4,0,219,2000,,
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,129511,6461,118,1981,/work/shelves/59137,
765,Living to Tell the Tale,"Gabriel García Márquez, Edith Grossman",4.00,9608,724,533,2002,/work/shelves/807825,
768,Gabriel García Márquez,Dagmar Ploetz,4.00,2,0,151,1992,,
764,Del amor y otros demonios,Gabriel García Márquez,3.98,56841,2661,176,1994,/work/shelves/366351,
769,Gabriel Garcia Marquez,Raymond L. Williams,3.80,10,0,176,1984,,
766,Memoria de mis putas tristes,Gabriel García Márquez,3.60,69411,4260,112,2004,/work/shelves/2166510,
770,The Presence of Hemingway in the Short Fiction of Gabriel Garcia Marquez,Harley D. Oberhelman,3.50,4,0,50,1994,,
772,Science and Sensibility: The Elegant Logic of the Universe,Keith J. Laidler,3.60,15,1,233,2003,,
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.07,87685,2060,425,1999,/work/shelves/907243,
774,Buddhism Pure and Simple,"Hsing Yun, Tom   Graham",4.25,32,1,140,2001,/work/shelves/5013,
763,Cien años de soledad,Gabriel García Márquez,4.08,761706,31100,496,1967,/work/shelves/3295655,
777,Buddhism Is Not What You Think: Finding Freedom Beyond Beliefs,Steve Hagen,4.09,1054,83,272,2003,/work/shelves/900502,
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,"Upasika Kee Nanayon, Thanissaro Bhikkhu",4.22,54,6,288,2005,/work/shelves/5014,
778,Buddhism: A New Approach,Steve    Clarke,2.00,1,0,128,2005,,
779,"Unhypnosis: How to Wake Up, Start Over, and Create the Life You're Meant to Live",Steve Taubman,3.90,10,0,164,2005,,
776,Buddhism Plain and Simple,Steve Hagen,4.02,7812,497,176,1997,/work/shelves/41476,
773,The ELEGANT UNIVERSE S.S.,Brian Greene,4.07,87685,2060,,1999,/work/shelves/907243,
782,"Meditation, Compassion & Lovingkindness: An Approach to Vipassana Practice",Steve Weissman,3.33,3,1,211,1996,/work/shelves/5021,
780,The Path to Buddha: A Tibetan Pilgrimage,Steve McCurry,4.23,40,2,144,2003,/work/shelves/5019,
787,The Mini Rough Guide to London,"Rob Humphreys, Beth Chaplin, Rebecca Morrill",3.75,8,0,363,1999,/work/shelves/2015822,
786,The Rough Guide to London,"Rob Humphreys, Sean Bidder, Judith Bamber",4.03,111,17,633,1995,/work/shelves/5025,
783,Now Zen,Charlotte Joko Beck,4.00,33,2,83,1995,/work/shelves/5022,
781,The Shaolin Way: 10 Modern Secrets of Survival from a Shaolin Grandmaster,"Steve DeMasco, Alli Joseph",3.29,55,11,272,2005,/work/shelves/5020,
790,Rough Guide Directions: London,Rob Humphreys,3.80,5,3,176,2004,/work/shelves/5029,
789,The Rough Guide to Walks in London and Southeast England,"Helena Smith, Judith Bamber",4.21,14,1,288,2003,/work/shelves/5028,
791,The Rough Guide 11s Arsenal (Rough Guide 11s S.),Damian Hall,4.00,1,0,128,2005,,
788,The Rough Guide to London Restaurants 2004 6,Charles Campion,4.03,111,17,544,1995,/work/shelves/5025,
793,Best of London (Lonely Planet Best Of),"Lonely Planet, Sarah Johnstone, Steve Fallon",3.88,34,1,128,2004,/work/shelves/5032,
799,Out to Eat London 2002 (Lonely Planet Out to Eat),"Lonely Planet, Mark Honan",3.00,1,0,295,2000,,
792,London: City Guide (Lonely Planet City Guide),"Lonely Planet, Sarah Johnstone, Tom Masters",4.03,744,50,466,1998,/work/shelves/19078592,
798,Out to Eat London 2001 (Lonely Planet),"Lonely Planet, Ryan Ver Berkmoes",3.00,1,0,320,2000,,
800,Lonely Planet Londres,"Lonely Planet, Pat Yale",4.03,744,50,,1998,/work/shelves/19078592,
6015200,Lonely Planet London Condensed,"Lonely Planet, Steve Fallon",3.50,10,0,128,2000,/work/shelves/1350267,
796,Lonely Planet Londres,"Lonely Planet, Martin  Hughes",4.03,744,50,,1998,/work/shelves/19078592,
794,London,"Lonely Planet, Steve Fallon, Pat Yale",4.03,744,50,400,1998,/work/shelves/19078592,
803,Lo mejor de Londres (Lonely Planet Best Of),"Lonely Planet, Sarah Johnstone",3.88,34,1,128,2005,/work/shelves/5032,
797,Lonely Planet Londres,"Lonely Planet, Sarah Johnstone, Tom Masters",4.03,744,50,480,1998,/work/shelves/19078592,
806,Encyclopedia of Thai Massage,C. Pierce Salguero,4.24,78,4,255,2004,,
805,"Thai Massage Manual: Natural Therapy for Flexibility, Relaxation, and Energy Balance","Maria Mercati, Sue Atkinson",4.09,22,3,144,2005,,
804,Lonely Planet: Londra,"Steve Fallon, Pat Yale, Cesare Dapino",4.03,744,50,0,1998,/work/shelves/19078592,
808,The Thai Massage Workbook,Kay Rynerson,4.00,3,0,70,2001,,
802,Lonely Planet Londres,"Lonely Planet, Steve Fallon",4.03,744,50,400,1998,/work/shelves/19078592,
807,Thai Massage: Sacred Body Work,Ananda  Apfelbaum,4.30,27,3,288,2004,,
809,The Art Of Traditional Thai Massage,Asokananda,4.17,12,1,121,1990,,
814,Scents (Chic Simple),Janine King,4.40,5,3,94,1993,,
812,Nuad Thai: Traditional Thai Massage,Max Chia,3.67,3,0,112,2005,,
810,Thai Yoga Massage: A Dynamic Therapy for Physical Well-Being and Spiritual Energy,Kam Thye Chow,3.97,38,1,160,2002,,
811,Thai Massage,"Nicky  Smith, Paul Bricknell",3.63,8,0,128,2005,,
813,Thai Massage: A Traditional Medical Technique,Richard Gold,4.07,14,1,240,2006,,
817,Le Code Enigma,"Neal Stephenson, Jean Bonnefoy",4.03,768,29,546,1999,/work/shelves/42910757,Criptonomicón
821,Le Réseau Kinakuta,Neal Stephenson,4.10,490,22,418,2001,/work/shelves/7445442,Criptonomicón
820,Golgotha,Neal Stephenson,4.12,500,21,420,1999,/work/shelves/7445459,Criptonomicón
816,Cryptonomicon,Neal Stephenson,4.24,99696,5339,1139,1999,/work/shelves/1166797,
815,"Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager",H.G. Bissinger,3.89,7546,295,287,2005,/work/shelves/5054,
824,The Cobweb,"Neal Stephenson, J. Frederick George",3.62,2981,180,448,1996,/work/shelves/905465,
823,Quicksilver,Neal Stephenson,3.90,37683,2114,927,2003,/work/shelves/1610031,The Baroque Cycle
826,The Big U,Neal Stephenson,3.26,4972,246,308,1984,/work/shelves/1973059,
818,Cryptonomicon,"Neal Stephenson, Juliane Gräbener-Müller, Nikolaus Stingl, Liz Kenyon",4.24,99696,5339,1184,1999,/work/shelves/1166797,
825,Zodiac,Neal Stephenson,3.72,17776,754,308,1988,/work/shelves/934262,
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer","Neal Stephenson, Pedro Jorge Romero",4.16,84587,3474,499,1995,/work/shelves/2181158,
828,Interface,"Neal Stephenson, George F. Jewsbury, Stephen  Bury",3.69,5543,324,640,1994,/work/shelves/107149,
829,Odalisque,Neal Stephenson,4.20,1746,84,464,2005,/work/shelves/7354213,The Baroque Cycle (8 volume)
822,The Confusion,Neal Stephenson,4.26,22267,718,815,2004,/work/shelves/934263,The Baroque Cycle
832,Snow Crash: The Official Strategy Guide,Melissa Tyler,0.00,0,0,,1997,,
819,Cryptonomicon,Neal Stephenson,4.24,99696,5339,918,1999,/work/shelves/1166797,
831,Snow Crash,"Neal Stephenson, Joachim Körber",4.02,238773,9280,534,1992,/work/shelves/493634,
836,The Good Eye,Dan    Harrington,0.00,0,0,352,2006,,
839,A Level Ict For Edexcel,K. Mary Reid,0.00,0,0,424,2002,,
834,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume II: The Endgame","Dan Harrington, Bill Robertie",4.17,1610,31,450,2005,/work/shelves/5063,Harrington on Hold 'em
830,Snow Crash,"Neal Stephenson, Guy Abadia",4.02,238773,9280,438,1992,/work/shelves/493634,
833,"Crash Course: Gross Anatomy (Crash Course Games for Brains, An Interactice Reference Book)","Susan Ring, Alan Snow, Creative team at innovative KIDS",5.00,2,1,68,2002,/work/shelves/5062,
835,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play","Dan Harrington, Bill Robertie",4.24,2184,80,381,2004,/work/shelves/5064,Harrington on Hold 'em
840,The Design of Everyday Things,Donald A. Norman,4.16,29961,2156,240,1988,/work/shelves/18518,
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,4324,191,272,2003,/work/shelves/55045,
837,Angelfish,Dan    Harrington,5.00,1,0,212,2006,,
845,Wire,"D. Rozensztroch, Suzanne Slesin, Stafford Cliff, J. Menard, Gilles de Chabaneix",4.00,2,0,148,1994,,
843,Doing Things with Things: The Design and Use of Everyday Objects,"Alan Costall, Ole Dreier",2.60,5,0,256,2006,,
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,"Alex C. Jones, Diane M. Hanson, Stephen K. Ray",4.27,92,14,259,2006,/work/shelves/5077,
846,Wild Things: The Material Culture of Everyday Life,Judith Attfield,3.53,15,1,334,2000,/work/shelves/5075,
842,The Psychology of Everyday Things,Donald A. Norman,4.16,29961,2156,257,1988,/work/shelves/18518,
853,Seven Mansions of Color,"Alex Jones, Karen Welbeck",4.00,11,0,160,1983,,
852,The Syndicate: Volumes 1 & 2,"Jules Jones, Alex Woolgrave",3.71,28,8,348,2005,/work/shelves/5081,Syndicate
851,Noise,Alex Jones,4.00,1,0,84,1997,,
850,Creative Thought Remedies,Alex Jones,3.33,3,0,156,1986,,
854,A More Perfect Way,Alex C. Jones,0.00,0,0,,2002,,
855,Fields of Gold,Alex Jones,0.00,0,0,96,2005,,
844,Emotional Design: Why We Love (Or Hate) Everyday Things,Donald A. Norman,3.95,4324,191,107,2003,/work/shelves/55045,
847,9/11 Descent Into Tyranny: The New World Order's Dark Plans to Turn Earth Into a Prison Planet,Alex E. Jones,3.48,54,6,217,2002,/work/shelves/5076,
858,Afro American Artists: A Bio-Bibliographical Directory,Theresa Cederholm,5.00,2,0,0,1973,,
862,I Slagbjörnens Spår Berättelser Från Norrlandska Vildmarker Och Småländska Storskogar,Stig Cederholm,0.00,0,0,8,1973,,
860,Justitiemord: Fallet Keith Cederholm,Jan Guillou,0.00,0,0,200,1983,,
857,Web Standards Solutions: The Markup and Style Handbook,"Dan Cederholm, Steve Rycroft",4.07,339,10,253,2004,/work/shelves/5085,
861,Rosamin: En Pige Af Folket Fortæller,Rosa Cederholm,5.00,1,0,138,1975,,
863,How to Build a Real Estate Empire: Wisdom from the Best in the Business,"John  Hamilton, Marcel Arsenault, Ben Leeds",3.50,28,1,255,2005,/work/shelves/5091,
856,The Trust: The Private and Powerful Family Behind The New York Times,"Susan E. Tifft, Alex S. Jones",4.00,163,17,928,1999,/work/shelves/907643,
859,CSS Cookbook,"Christopher Schmitt, Nathan Torkington, Tatiana Diaz",3.89,221,16,252,2004,/work/shelves/5087,
866,"Fullmetal Alchemist, Vol. 9","Hiromu Arakawa, Akira Watanabe",4.58,9747,195,192,2004,/work/shelves/1347603,Fullmetal Alchemist
868,"Fullmetal Alchemist, Vol. 3","Hiromu Arakawa, Akira Watanabe",4.56,18624,365,192,2002,/work/shelves/1347600,Fullmetal Alchemist
867,Secrets of the Alchemist Dar (A Treasure's Trove),Michael Stadther,3.78,51,1,144,2006,/work/shelves/5093,
864,The Alchemist,"Paulo Coelho, Alan R. Clarke, James Noel Smith",3.88,2136981,81696,192,1988,/work/shelves/4835472,
865,The Alchemist,"Paulo Coelho, Alan R. Clarke",3.88,2136981,81696,197,1988,/work/shelves/4835472,
870,"Fullmetal Alchemist, Vol. 1","Hiromu Arakawa, Akira Watanabe",4.50,122448,1696,192,2002,/work/shelves/1959820,Fullmetal Alchemist
877,Cambridge Wizard Student Guide the Kite Runner,"Sue  Sherman, Richard McRoberts",3.78,9,1,79,2006,,
869,"Fullmetal Alchemist, Vol. 8","Hiromu Arakawa, Akira Watanabe",4.57,12696,205,192,2004,/work/shelves/1321122,Fullmetal Alchemist
871,"Fullmetal Alchemist, Vol. 4","Hiromu Arakawa, Akira Watanabe",4.56,12062,366,192,2003,/work/shelves/1347602,Fullmetal Alchemist
879,The Kite Runner: Experiments in Poetry,"Henry Rivers, Penelope K. Elias",0.00,0,0,75,1985,,
872,The Illustrated Alchemist: A Fable about Following Your Dream,"Paulo Coelho, Alan R. Clarke, Mœbius",3.88,2136981,81696,198,1988,/work/shelves/4835472,
873,"Fullmetal Alchemist, Vol. 2","Hiromu Arakawa, Akira Watanabe",4.52,16586,523,192,2002,/work/shelves/2276648,Fullmetal Alchemist
878,Una semana de invierno,Marcia Willett,3.99,2311,167,412,2001,/work/shelves/2837763,
882,"Pompeii: The History, Life and Art of the Buried City","Marisa Ranieri Panetta, Araldo De Luca, Supts. Of Pompeii & Campania",4.57,47,11,416,2004,/work/shelves/5106,
874,The Kite Runner,Khaled Hosseini,4.30,2450928,74369,324,2003,/work/shelves/3295919,
884,Pompeii: Monuments Past and Present,Alfonso De Franciscis,4.18,11,0,56,2000,/work/shelves/5108,
876,Bookclub in a Box Discusses Khaled Hosseini's Novel The Kite Runner,Marilyn Herbert,4.16,157,1,80,2005,,
885,A.D. 62: Pompeii,Rebecca East,3.37,212,41,304,2003,/work/shelves/5109,
881,Pompeii . . . Buried Alive!,"Edith Kunhardt, Michael Eagle",3.99,2525,71,48,1987,/work/shelves/5105,
883,Pompeii: Lost and Found,"Mary Pope Osborne, Bonnie Christensen",3.71,118,14,40,2006,/work/shelves/2172655,
880,Pompeii,Robert   Harris,3.82,36258,2475,274,2003,/work/shelves/268880,
887,Pompeii: Public and Private Life,Paul Zanker,3.45,69,4,253,1993,/work/shelves/5111,
886,Pompeii: The Day a City Died,"Robert Étienne, Caroline Palmer",3.53,95,10,216,1987,/work/shelves/766217,
888,The Last Days of Pompeii,"Edward Bulwer-Lytton, John Gregory Betancourt",3.59,1905,163,360,1834,/work/shelves/2260008,
889,Escape from Pompeii,Christina Balit,4.08,128,24,32,2003,/work/shelves/5113,
891,Cliffsnotes on Steinbeck's of Mice and Men,Susan Van Kirk,3.92,49,3,80,1999,/work/shelves/5115,
897,Of Mice And Men:  A Unit Plan,Mary B. Collins,5.00,1,0,,1996,,
894,Of Mice and Men (SparkNotes Literature Guide),"SparkNotes, John Steinbeck",4.04,23,1,72,2002,,
892,Of Mice and Men,"John Steinbeck, Gary Sinise",3.88,1960417,34773,1,1937,/work/shelves/40283,
890,Of Mice and Men,John Steinbeck,3.88,1960417,34773,103,1937,/work/shelves/40283,
898,Literature Guide: Of Mice and Men,Kristen Bowers,3.67,3,1,52,2005,,
895,Of Mice and Men,John Steinbeck,3.88,1960417,34773,0,1937,/work/shelves/40283,
893,Of Mice and Men,John Steinbeck,3.88,1960417,34773,118,1937,/work/shelves/40283,
896,Of Mice and Men,John Steinbeck,3.88,1960417,34773,118,1937,/work/shelves/40283,
901,Ender's Game,Orson Scott Card,4.30,1144300,43535,324,1985,/work/shelves/2422333,Ender's Saga
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,25946,1916,464,2005,/work/shelves/387,
902,The Westing Game,Ellen Raskin,4.01,168801,10764,182,1978,/work/shelves/869832,
906,"Game of Shadows: Barry Bonds, BALCO, and the Steroids Scandal that Rocked Professional Sports","Mark Fainaru-Wada, Lance Williams",3.81,5231,208,352,2006,/work/shelves/5128,
904,The Game Maker's Apprentice: Game Development for Beginners,"Jacob Habgood, Mark Overmars",3.94,139,14,311,2006,/work/shelves/5126,
899,Of Mice and Men,"John Steinbeck, Jim Taylor",3.88,1960417,34773,160,1937,/work/shelves/40283,
903,The Egypt Game,Zilpha Keatley Snyder,3.81,34100,1486,215,1967,/work/shelves/1731888,Game
905,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,"W. Timothy Gallwey, Zach Kleinman, Pete Carroll",4.24,10162,867,134,1974,/work/shelves/5127,inner Game
909,"Jim Cramer's Mad Money: Watch TV, Get Rich","James J. Cramer, Cliff Mason",3.50,794,61,240,2006,/work/shelves/2030857,
907,The City Game,Pete Axthelm,4.01,270,20,224,1970,/work/shelves/813137,
908,Jim Cramer's Real Money: Sane Investing in an Insane World,James J. Cramer,3.69,1931,106,300,2005,/work/shelves/1125459,
910,Trading with the Enemy: Seduction and Betrayal on Jim Cramer's Wall Street,"Nicholas W. Maier, Josh Fund",3.73,86,7,208,2002,/work/shelves/5132,
911,The Forewarned Investor: Don't Get Fooled Again by Corporate Fraud,"Brett S. Messing, Steven A. Sugarman, James J. Cramer",3.33,6,0,221,2006,,
913,Rich Dad Poor Dad Classics - Boxed Set,"Robert T. Kiyosaki, Sharon L. Lechter",4.08,379358,14478,0,1997,/work/shelves/3366043,Rich Dad
914,"Rich Dad, Poor Dad 2: Cash Flow Quadrant - Rich Dad's Guide to Financial Freedom",Robert T. Kiyosaki,4.13,41254,1274,320,1998,/work/shelves/42235,Rich Dad
915,A Lonely Resurrection,Barry Eisler,4.12,8561,381,352,2003,/work/shelves/1531859,John Rain
912,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.08,379509,14484,204,1997,/work/shelves/3366043,Rich Dad
916,And a Hard Rain Fell,John Ketwig,4.13,726,65,368,1985,/work/shelves/5137,
921,Hard Rain: History of the Browning Machine Guns,Frank Iannamico,5.00,1,0,338,2002,,
918,Hard Rain,Tim Riley,3.47,47,8,368,1992,/work/shelves/2894665,
919,Hard Rain,Janwillem van de Wetering,3.95,245,13,320,1985,/work/shelves/1752950,Amsterdam Cops Mysteries
922,Hard Rain: Our Head Long Collision with Nature,"Mark Ryall Edwards, Lloyd Timberlake, Bob Dylan",4.19,16,2,128,2006,/work/shelves/5143,
916,And a Hard Rain Fell,John Ketwig,4.13,726,65,368,1985,/work/shelves/5137,
920,Hard Rain,Peter Abrahams,3.69,159,17,352,1988,/work/shelves/5141,
923,Hard rain,Matthew W. Mallen,4.00,2,0,37,1984,,
926,Whatever the Weather: When the Rain Falls (Whatever the Weather),Mary Lonsdale,3.25,4,0,12,2000,,
925,A Clean Kill in Tokyo,Barry Eisler,3.96,17898,909,363,2002,/work/shelves/1333462,John Rain
927,The Rain Falls Like Rain: Poems,David Helwig,0.00,0,0,204,1982,,
929,Memoirs of a Geisha,Arthur Golden,4.12,1729544,30291,503,1997,/work/shelves/1558965,
924,Hard Rain,Darlene Scalera,4.36,22,2,,2004,,Code Red
928,The Rain Falls Like Rain: Poems,David Helwig,0.00,0,0,204,1982,,
930,Memoirs of a Geisha,Arthur Golden,4.12,1729544,30291,434,1997,/work/shelves/1558965,
932,Memoirs of a Geisha: A Portrait of the Film,"David        James, Peggy Mulloy, Rob Marshall, Arthur Golden",4.09,152,8,144,2005,/work/shelves/5150,
938,How to Make Anyone Fall in Love with You,Leil Lowndes,3.58,1140,87,336,1996,/work/shelves/5152,
935,Geisha of Gion,"Mineko Iwasaki, Rande Brown",3.89,20929,1301,334,2002,/work/shelves/18133,
939,How To Get Laid: The Rules On How To Succeed With Women And How To Make Anyone Fall In Love With You,Michael James,3.00,2,0,222,2000,,
940,Self-Help Pak: Love Tactics/How to Make Anyone Fall in Love with You,Thomas McKnight,5.00,1,0,,2002,,
931,Memoirs of a Geisha,Arthur Golden,4.12,1729551,30291,497,1997,/work/shelves/1558965,
937,Memoirs of a Geisha,Arthur Golden,4.12,1729406,30286,768,1997,/work/shelves/1558965,
943,Marriage Special Package- 2 books- Five Love Languages/Fight Fair,"Gary Chapman, Tim Downs, Joy Downs",4.30,40,10,400,2003,,
933,Memoirs of a Geisha,Arthur Golden,4.12,1729551,30291,497,1997,/work/shelves/1558965,
941,Love As A Foreign Language #5,"J. Torres, Eric  Kim",3.60,10,2,58,2006,/work/shelves/5155,
936,Memoirs Of A Geisha,Arthur Golden,4.12,1729551,30291,3,1997,/work/shelves/1558965,
947,First Impressions,Nora Roberts,3.74,7111,369,250,1984,/work/shelves/2671306,
942,Los 5 Lenguajes Del Amor De Los Ninos / The Five Languages Of Love For Children,Gary Chapman,4.20,19003,1878,252,1995,/work/shelves/5166,
944,Jungle Love,"Margaret Johnson, Philip Prowse",3.43,69,7,95,2002,/work/shelves/5158,
946,Jungle Love,"Margaret Johnson, Philip Prowse",3.43,69,7,95,2002,/work/shelves/5158,
951,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.28,2319,189,202,2004,/work/shelves/16193346,
948,Building Literacy with Love: A Guide for Teachers and Caregivers of Children Birth Through Age 5,"betty S. Bardige, Marilyn M. Segal",3.63,16,1,366,2004,,
957,Five Love Languages Journal: How To Express Heartfelt Commitment To Your Mate,Gary Chapman,4.18,11,2,144,2005,,
949,One World?,Catherine Allan,5.00,1,0,24,1988,,
954,The Five Love Languages of Teenagers,Gary Chapman,4.13,2625,308,272,2000,/work/shelves/48051,
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.67,33,5,0,2005,,
952,The Five Love Languages of Children,"Gary Chapman, D. Ross Campbell",4.20,19003,1878,224,1995,/work/shelves/5166,
953,"Cinco Lenguajes del Amor Para Solteros, Los: Five Love Languages for Singles",Gary Chapman,4.16,9039,829,235,2001,/work/shelves/601826,
956,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.28,2321,189,4,2004,/work/shelves/16193346,
960,Angels & Demons,Dan Brown,3.90,2700012,29344,736,2000,/work/shelves/3338963,Robert Langdon
958,The Five Love Languages,Gary Chapman,4.25,303100,12315,,1990,/work/shelves/832090,
961,Angels and Demons: What Do We Really Know About Them?,Peter Kreeft,4.08,452,32,157,1995,/work/shelves/5175,
959,Los Cinco Lenguajes Del Amor/the Five Languages of Love,Gary Chapman,4.25,303100,12315,196,1990,/work/shelves/832090,
966,Angeles & Demonios,"Dan Brown, Raúl Amundaray",3.90,2699724,29344,18,2000,/work/shelves/3338963,Robert Langdon
963,Angels and Demons in Art,"Rosa Giorgi, Stefano Zuffi, Rosanna M. Giammanco-Frongia",4.13,94,8,384,2003,/work/shelves/5177,A Guide to Imagery
962,"Angels, Demons & Gods of the New Millenium: Musings on Modern Magick",Lon Milo DuQuette,4.10,183,5,192,1997,/work/shelves/5176,
967,"Angel Customers & Demon Customers: Discover Which is Which, and Turbo-Charge Your Stock","Larry Selden, Geoff Colvin",3.40,25,3,256,2003,/work/shelves/5181,
964,Secrets of Angels and Demons,"Dan Burstein, David A. Shugarts, Arne de Keijzer, Arne Dekeijzer",3.46,167,14,384,2004,/work/shelves/31064,
970,Fodor's Guide to The Da Vinci Code: On the Trail of the Bestselling Novel,"Jennifer Paull, Christopher Culwell",3.62,42,8,256,2006,/work/shelves/5182,
971,The Truth Behind the Da Vinci Code: A Challenging Response to the Bestselling Novel,Richard Abanes,3.32,77,6,96,2004,/work/shelves/5183,
965,Ángeles y demonios,Dan Brown,3.90,2700023,29344,508,2000,/work/shelves/3338963,Robert Langdon
973,Who Can Crack the Leonardo Da Vinci Code?,"Thomas C. Brezina, Laurence Sartin",3.53,43,1,112,2004,,Museum der Abenteuer
969,The Da Vinci Code,Dan Brown,3.86,1953060,47446,467,2003,/work/shelves/2982101,Robert Langdon
968,The Da Vinci Code,Dan Brown,3.86,1953060,47446,489,2003,/work/shelves/2982101,Robert Langdon
974,The Da Vinci Code: Fact or Fiction?,"Hank Hanegraaff, Paul L. Maier",3.69,155,15,96,2004,/work/shelves/9669,
976,Deception Point,Dan Brown,3.72,596523,9560,556,2001,/work/shelves/3135896,
975,Deception Point,Dan Brown,3.72,596526,9560,736,2001,/work/shelves/3135896,
972,Da Vinci Code,"Dan Brown, Daniel Roche",3.86,1953060,47446,744,2003,/work/shelves/2982101,Robert Langdon
977,Deception Point,Dan Brown,3.72,596526,9560,585,2001,/work/shelves/3135896,
978,Point Deception,Marcia Muller,3.71,775,66,368,2001,/work/shelves/5187,Cape Perdido
985,A Killing Rain: The Global Threat of Acid Precipitation,Thomas F. Pawlick,4.00,2,0,206,1984,,
979,Deception Point,Dan Brown,3.72,596526,9560,6,2001,/work/shelves/3135896,
981,حقيقة الخديعة,"Dan Brown, دان براون, فايزة المنجد, محمد فداء الهاشمي",3.72,596526,9560,471,2001,/work/shelves/3135896,
986,A Killing Rain and Other Stories,Reid Laurence,5.00,1,0,244,2005,,
983,Deception Point,Dan Brown,3.72,596526,9560,736,2001,/work/shelves/3135896,
988,Winner Take All,Barry Eisler,4.14,7991,283,384,2004,/work/shelves/264604,John Rain
984,A Killing Rain,P.J. Parrish,4.04,623,55,,2005,/work/shelves/5194,Louis Kincaid
980,Deception Point,Dan Brown,3.72,596526,9560,448,2001,/work/shelves/3135896,
989,There Wasn't Any Rain or Storm,Howard Major,5.00,1,0,116,2002,,
982,Deception Point,Dan Brown,3.72,596526,9560,674,2001,/work/shelves/3135896,
990,A Storm Without Rain: A Novel in Time,Jan Adkins,4.09,33,10,179,1983,/work/shelves/5197,
991,Eye of the Storm,V.C. Andrews,3.83,4005,62,368,2000,/work/shelves/5198,Hudson
995,What Every Fidelity Investor Needs to Know,James Lowell,3.86,7,1,338,2006,,
987,A Killing Rain,P.J. Parrish,4.04,623,55,383,2005,/work/shelves/5194,Louis Kincaid
997,The Real Estate Investor's Tax Guide,Vernon Hoven,5.00,1,0,289,1995,,
992,Fire in the Rain...Singer in the Storm: An Autobiography,"Holly Near, Derk Richardson",3.69,26,2,288,1990,/work/shelves/5199,
994,What Every Investor Needs to Know about Accounting Fraud,Jeff Madura,3.27,15,2,176,2003,,
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,"Thomas J. Stanley, William D. Danko",4.04,77982,3425,258,1995,/work/shelves/5210,
1000,Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen,Thomas J. Stanley,3.88,660,72,320,2004,/work/shelves/5207,
993,Storm in a Rain Barrel,Anne Mather,3.22,100,16,262,1971,/work/shelves/1495514,
996,What Every Real Estate Investor Needs to Know about Cash Flow... And 36 Other Key Financial Measures,Frank Gallinelli,4.07,844,26,261,2003,/work/shelves/5203,
999,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, W.D. Danko",4.04,77982,3425,272,1995,/work/shelves/5210,
