BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,Series
112022,Lou Whittaker: Memoirs of a Mountain Guide,"Lou Whittaker, Andrea Gabbard",3.65,65,7,264,1994,/work/shelves/107874,
112019,Dare to Be Great!,Terry Cole-Whittaker,4.38,21,1,368,2003,,
112018,The Kingdom Within: The Inner Meaning of Jesus' Sayings,John A. Sanford,4.27,215,25,208,1970,/work/shelves/107870,
112024,Flintknapping: Making and Understanding Stone Tools,John C. Whittaker,4.12,119,9,351,1993,/work/shelves/107876,
112020,How to Break Software Security,"James A. Whittaker, Herbert H. Thompson",3.74,23,2,208,2003,,
112017,Plague of Memory,S.L. Viehl,3.75,778,26,371,2007,/work/shelves/1105930,Stardoc
112023,A History of the Theories of Aether and Electricity,"Edmund Taylor Whittaker, Arthur I. Miller",4.00,9,1,808,1973,/work/shelves/2236057,
112025,"Island Biogeography: Ecology, Evolution and Conservation",Robert J. Whittaker,3.83,6,1,304,1999,,
112021,A Life on the Edge: Memoirs of Everest and Beyond,"Jim Whittaker, John Glenn, Edward M. Kennedy",4.02,389,32,271,1999,/work/shelves/107873,
112028,Thomas Hardy's the Mayor of Casterbridge,Ken Sobol,4.33,3,0,73,1988,,
112026,Terrorism: Understanding the Global Threat,David J. Whittaker,3.71,7,0,236,2006,,
112030,The Desire of Every Living Thing: A Memoir,Don Gillmor,3.42,19,2,288,1999,,
112029,Holy Hunger,Margaret Bullitt-Jonas,3.66,134,16,272,1998,/work/shelves/1152382,
112027,The Mayor of Casterbridge,"Thomas Hardy, Phillip Lopate, David Kurnick",3.83,54630,2287,352,1886,/work/shelves/2390173,
112033,"K2, The Savage Mountain: The Classic True Story of Disaster and Survival on the World's Second Highest Mountain","Charles S. Houston, Robert H.  Bates, Jim Wickwire",4.07,3015,36,336,1954,/work/shelves/107883,
112037,K2: Triumph and Tragedy,Jim Curran,3.99,921,38,224,1987,/work/shelves/107887,
112032,Five Miles High,"Charles S. Houston, Robert H.  Bates, Jim Wickwire",4.07,28,2,432,2000,/work/shelves/107882,
112035,Knowing the Unknowable God: How Faith Thrives on Divine Mystery,James R. Lucas,3.78,9,2,272,2003,,
112031,Addicted to Danger: A Memoir,"Jim Wickwire, Dorothy Bullitt",3.77,535,50,322,1996,/work/shelves/107881,
112036,The Last Step: The American Ascent of K2,Rick Ridgeway,4.17,167,16,304,1980,/work/shelves/107886,
112038,K2: The Price of Conquest,"Lino Lacedelli, Giovanni Cenacchi",4.00,24,5,127,2006,/work/shelves/107888,
112040,K2: The 1939 Tragedy,"Andrew J. Kauffman, William Lowell Putnam",3.78,45,3,224,1992,/work/shelves/107890,
112034,Viciado no Perigo,"Jim Wickwire, Dorothy Bullitt",3.77,535,50,,1996,/work/shelves/107881,
112039,Savage Summit: The Life and Death of the First Women of K2,Jennifer  Jordan,4.02,1916,151,352,2005,/work/shelves/511417,
112042,Health Benefits of Vitamin K2: A Revolutionary Natural Treatment for Heart Disease and Bone Loss,"Larry M. Howard, Anthony C. Payne",4.00,3,0,92,2006,,
112044,K2-Dreams and Reality,"Jim Haberl, Brian Scrivener, Bernie Lyon, Vic Marks",4.27,11,0,110,1999,/work/shelves/107894,
112041,K2: The Story of the Savage Mountain,Jim Curran,3.90,96,2,271,1995,/work/shelves/107891,
112043,"K2, Quest of the Gods",Ralph Ellis,3.46,13,0,188,2001,,
112047,Tibet: The Roof of the World Between Past and Present,"Maria Antonia Sironi Diemberger, Milan C. T. M., Kurt Diemberger",4.25,4,0,224,2004,,
112050,"The Endless Knot: K2, Mountain of Dreams and Destiny",Kurt Diemberger,4.17,225,11,308,1991,/work/shelves/6725187,
112045,The Ladder of the Beatitudes,Jim Forest,4.43,58,15,163,1999,/work/shelves/107895,
112049,Spirits of the Air,Kurt Diemberger,3.63,8,2,344,1994,,
112046,"Kurt Diemberger Omnibus: Summits & Secrets, the Endless Knot, Spirits of the Air",Kurt Diemberger,4.15,20,3,858,1998,/work/shelves/107896,
112048,Summits and Secrets,Kurt Diemberger,3.89,19,2,344,1991,,
112054,Everest: The History of the Himalayan Giant,"Roberto Mantovani, Kurt Diemberger",4.43,7,2,144,1997,/work/shelves/107904,
112052,Territory and Identity in Tibet and the Himalayas: Piats 2000 : Tibetan Studies : Proceedings of the Ninth Seminar of the International Association for ... 2000 (Brill's Tibetan Studies Library),"Hildegard Diemberger, International Association for Tibetan St, Katia Buffetrille",0.00,0,0,400,2002,,
112051,K 2 Traum Und Schicksal,Kurt Diemberger,3.75,8,0,318,1995,,
112056,David Roberts: Travels in Egypt & the Holy Land,"Debra N. Mancoff, David        Roberts",4.43,14,0,127,1999,/work/shelves/107906,
112059,In Search of the Old Ones,David  Roberts,4.00,783,94,272,1996,/work/shelves/2853661,
112053,Everest,"Roberto Mantovani, Kurt Diemberger",4.43,7,2,176,1997,/work/shelves/107904,
112057,Sandstone Spine: Seeking the Anasazi on the First Traverse of the Comb Ridge,"David  Roberts, Greg Child",4.01,137,18,240,2005,/work/shelves/107907,
112064,Linux Programming For Dummies,Jim Keogh,2.20,5,1,336,2000,,
112063,Egypt Portfolio,David        Roberts,4.25,4,0,10,1997,/work/shelves/107913,
112058,Rapunzel,"Lynn Roberts-Maloney, David   Roberts",3.90,243,50,36,2003,/work/shelves/1393368,
112061,Ghoul school,"Corina Fletcher, David   Roberts",4.52,23,5,,2000,,
112065,"Postmodern Counternarratives: Irony and Audience in the Novels of Paul Auster, Don Delillo, Charles Johnson, and Tim O'Brien",Christopher Donovan,4.00,2,0,259,2004,,
112060,Hollow Crown,David Roberts,3.67,146,10,,2002,/work/shelves/107910,Lord Edward Corinth & Verity Browne
112062,The Life of David,Robert Pinsky,3.64,131,27,224,2005,/work/shelves/107912,
112067,A Setback Is a Setup for a Comeback: Turn Your Moments of Doubt and Fear into Times of Triumph,"Willie Jolley, Jolley",4.30,64,5,224,1999,/work/shelves/107917,
112068,Moments of Doubt,Walter B. Levis,3.00,1,0,228,2003,,
112066,Moments of Doubt and Other Mountaineering Writings,"David  Roberts, Royal Robbins",4.26,112,10,256,1986,/work/shelves/107916,
112070,Smoke / Brooklyn Boogie,"Paul Auster, Marie-Catherine Vacher",3.67,9,1,314,2001,,
112069,"Practicing Resurrection: A Memoir of Work, Doubt, Discernment, and Moments of Grace",Nora Gallagher,4.10,297,42,240,2003,/work/shelves/107919,
112074,Checkmate,Dorothy Dunnett,4.70,3255,244,581,1975,/work/shelves/5879157,The Lymond Chronicles
112055,Explain to Me Some Stories of Kafka: Complete Texts With Explanations,"Ángel Flores, Franz Kafka",3.00,2,0,159,1983,,
112072,Brooklin,Brooklin Keeping Society,4.33,3,0,128,2003,,Images of America: Maine
112076,The Dorothy Dunnett Companion,Elspeth Morrison,4.14,726,31,432,1994,/work/shelves/107925,
112077,The Game of Kings,Dorothy Dunnett,4.13,8262,1113,543,1961,/work/shelves/2219130,The Lymond Chronicles
112079,Scales of Gold,Dorothy Dunnett,4.47,2118,95,544,1991,/work/shelves/4154,The House of Niccolò
112071,Ultima Salida Para Brooklin,Hubert Selby Jr.,3.84,28185,1202,0,1964,/work/shelves/543352,
112080,Queens' Play,Dorothy Dunnett,4.46,4063,295,432,1964,/work/shelves/5879135,The Lymond Chronicles
112081,The Unicorn Hunt,Dorothy Dunnett,4.42,1868,78,656,1993,/work/shelves/5879188,The House of Niccolò
112073,"Small Catechism, with Explanation",Martin Luther,4.32,1253,70,268,1529,/work/shelves/107923,
112075,The Spring of the Ram,"Dorothy Dunnett, Judith Wilt",4.40,2540,116,496,1987,/work/shelves/1145573,The House of Niccolò
112082,The Dorothy Dunnett Companion: Volume II,"Elspeth Morrison, Dorothy Dunnett",4.23,539,11,464,2002,/work/shelves/13455163,
112083,Race of Scorpions,Dorothy Dunnett,4.42,2215,96,560,1989,/work/shelves/1694441,The House of Niccolò
112084,The Partner,John Grisham,3.93,112803,2589,410,1997,/work/shelves/1110983,
112078,Niccolò Rising,Dorothy Dunnett,4.27,3911,330,470,1986,/work/shelves/1936313,The House of Niccolò
112086,"John Grisham: 4 Novels (The Firm, A Time to Kill, The Pelican Brief, The Client)",John Grisham,4.42,154,3,0,1995,/work/shelves/107928,
112087,John Grisham: A Reader's Checklist and Reference Guide,CheckerBee Publishing,5.00,1,0,0,1999,,
112085,Die Farm,"John Grisham, Anette Grube",3.70,81732,4187,463,2001,/work/shelves/1125216,
112094,Una Navidad diferente,"John Grisham, Ma Antonia Menini",3.50,58109,4861,256,2001,/work/shelves/1588709,
112090,Revisiting John Grisham: A Critical Companion,Mary Beth Pringle,3.60,10,0,132,2007,,
112088,The Partner,John Grisham,3.93,112805,2590,,1997,/work/shelves/1110983,
112092,The Mature Mind: The Positive Power of the Aging Brain,Gene D. Cohen,3.95,121,15,256,2005,/work/shelves/107932,
112089,The Testament,"John Grisham, Henry Leyva",3.86,107658,3029,,1999,/work/shelves/2777175,
112091,The Testament,"John Grisham, Frank  Muller",3.86,107658,3029,0,1999,/work/shelves/2777175,
112098,Every Second Counts,"Lance Armstrong, Sally Jenkins",3.52,4281,256,,2003,/work/shelves/1167430,
112093,Skipping Christmas,"John Grisham, Dennis Boutsikaris",3.50,58183,4871,0,2001,/work/shelves/1588709,
112097,101 Ways to Make Every Second Count: Time Management Tips and Techniques for More Success with Less Stress,Robert W. Bly,3.55,20,1,224,1999,,
112102,When Every Second Counts: Time Management Strategies For The Solo Preneur,Mandie Crawford,0.00,0,0,101,2003,,
112099,Make Every Second Count: A Handbook of Time Management for Insurance Professionals,S. A. Hashmi,0.00,0,0,151,1990,,
112096,Every Second Counts: The Race to Transplant the First Human Heart,Donald McRae,4.15,189,26,368,2006,/work/shelves/107935,
112100,Every Second Counts: True Stories from Israel,Richard Oestermann,5.00,1,0,240,2006,,
112104,Chaucer: Sources and Background,Robert P. Miller,3.91,35,2,528,1977,/work/shelves/107943,
112103,Paramedics to the Rescue: When Every Second Counts,"Michael Silverstone, Timothy V. Rasinski",0.00,0,0,64,2004,,
112101,Every Second Counts,"Lance Armstrong, Sally Jenkins",3.52,4282,256,0,2003,/work/shelves/1167430,
112110,Lyrical Ballads,"William Wordsworth, Samuel Taylor Coleridge, Michael         Schmidt",3.94,10722,178,118,1798,/work/shelves/296581,
112106,Cara robada,Latifa,3.81,3112,312,,2001,/work/shelves/818112,
112114,Lyrical Ballads and Related Writings,"William Wordsworth, Samuel Taylor Coleridge, Daniel Robinson",3.86,50,5,458,2001,/work/shelves/46081787,
112105,As I Lay Dying,William Faulkner,3.72,137932,7576,250,1930,/work/shelves/481854,
112108,Lyrical Ballads: William Wordsworth and Samuel Taylor Coleridge,"William Wordsworth, Samuel Taylor Coleridge, R.L. Brett",3.94,10722,178,404,1798,/work/shelves/296581,
112111,Lyrical Ballads and Other Poems,"William Wordsworth, Samuel Taylor Coleridge, Martin Scofield",3.96,156,10,312,2002,/work/shelves/71296059,
112109,"Lyrical Ballads, 1798","William Wordsworth, Samuel Taylor Coleridge",3.94,10722,178,220,1798,/work/shelves/296581,
112107,Vida de Pi,"Yann Martel, Bianca Southwood",3.92,1352081,47474,377,2001,/work/shelves/1392700,
112112,Lyrical Ballads,"William Wordsworth, Samuel Taylor Coleridge",3.94,10722,178,,1798,/work/shelves/296581,
112118,This Cold Heaven: Seven Seasons in Greenland,Gretel Ehrlich,3.98,777,121,402,2001,/work/shelves/107964,
112116,Wordsworth and Coleridge: Lyrical Ballads,John Blades,3.76,34,4,302,2004,/work/shelves/107952,
112113,Lyrical Ballads,"William Wordsworth, Samuel Taylor Coleridge",3.94,10722,178,403,1798,/work/shelves/296581,
112115,Lyrical ballads,William Wordsworth,3.94,10722,178,210,1798,/work/shelves/296581,
112117,It's Heaven to Be Seven,"Judy Blume, Beverly Cleary, James Howe, Roald Dahl, Paula Danziger, Ann M. Martin, Patricia MacLachlan",3.62,90,4,112,2000,/work/shelves/107953,
112119,Seven Steps to Heaven: How to Communicate with Your Departed Loved Ones in Seven Easy Steps,Joyce Keller,3.93,15,2,192,2003,,
112122,Seven is Heaven!: The Great Big Book for Seven-Year-Olds,Treld Bicknell,5.00,1,0,61,1986,,
112120,The Heaven on Seven Cookbook: Where It's Mardi Gras All the Time!,"Jimmy Bannos, John DeMers",3.67,12,0,160,2001,,
112121,Seven Heavens: Inspirational Stories to Elevate Your Soul,Levi Meier,4.50,2,1,221,2002,,
112123,Seven for Heaven: How Seven Christians Faced Death,"L. James Harvey, Jackie Harvey",0.00,0,0,193,2003,,
112124,From Seven to Heaven: A True Cancer Survivor Story,Aron Bercovici,5.00,1,0,482,2001,,
112126,Seven from Heaven: The Miracle of the McCaughey Septuplets,"Kenny McCaughey, Bobbi McCaughey, Gregg Lewis",3.76,206,33,280,1998,/work/shelves/107962,
112125,Letters from the Lord of Heaven: The Seven Churches in Asia (Revelation 2-3),Edward P. Myers,0.00,0,0,90,1997,,
112118,This Cold Heaven: Seven Seasons in Greenland,Gretel Ehrlich,3.98,777,121,402,2001,/work/shelves/107964,
112127,"Song to thee, divine androgyne;: Seven steps to heaven",Rowena Pattee Kryder,3.00,1,0,0,1973,,
112129,Seven Steps to Heaven: Contacting Those You've Loved and Lost in Seven Easy Steps,Joyce Keller,3.93,15,2,224,2003,,
112130,Seven Mins in Heaven,Jane Bernstein,4.50,2,0,256,1986,,
112132,The Golden Helmet (Collected Works of William Butler Yeats),W.B. Yeats,3.68,197,17,0,1910,/work/shelves/2585129,
112131,"Seven From Heaven: A Biography Of A Bantu Slave, 1790 1860",John Anthony Cullis,0.00,0,0,150,1996,,
112136,The Major Works,"William Wordsworth, Stephen Gill",4.04,6970,58,784,1904,/work/shelves/107972,
112134,Hula Heaven: The Queen's Album,Mark A. Blackburn,3.00,1,0,96,2001,,
112133,A Reader's Guide to William Butler Yeats,John E. Unterecker,3.86,28,4,,1971,/work/shelves/107969,
112138,Selected Poetry of William Wordsworth,"William Wordsworth, Mark Van Doren, David Bromwich",4.09,2413,93,784,1879,/work/shelves/19108833,
112144,The Letters of William Wordsworth: A New Selection,"William Wordsworth, Alan G. Hill",4.67,3,1,323,1985,,
112142,Favorite Poems,"William Wordsworth, Stanley Appelbaum",3.95,332,19,80,1992,/work/shelves/19108838,
112137,Wordsworth: Poems,"William Wordsworth, Peter Washington",4.14,595,28,256,1802,/work/shelves/6742624,
112141,Selected Prose Writings,"William Wordsworth, John O. Hayden",4.14,7,0,528,1988,,
112146,"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine",Tom Jordan,4.02,3193,168,176,1977,/work/shelves/107981,
112139,The Works of William Wordsworth (Wordsworth Collection),William Wordsworth,4.17,1715,35,1120,1884,/work/shelves/107975,
4652405,"The Excursion 1814 (Revolution And Romanticism, 1789 1834)",William Wordsworth,3.69,35,3,480,1991,/work/shelves/107976,
112143,"William Wordsworth: The Pedlar, Tintern Abbey, the Two-Part Prelude",William Wordsworth,3.91,54,1,84,1985,/work/shelves/107979,
112147,The Memory of Running,Ron McLarty,3.76,11301,1545,384,2004,/work/shelves/859670,
112148,Always Running,Luis J. Rodríguez,4.03,6621,773,262,1993,/work/shelves/221634,
112150,The Complete Book of Running For Women,Claire Kowalchik,3.77,1071,138,416,1999,/work/shelves/107985,
112145,El fantasma de Anil,Michael Ondaatje,3.57,15601,1286,,2000,/work/shelves/832960,
112149,The Collected Works of Samuel Taylor Coleridge: Vol. 16. Poetical Works: Part 1. Poems (Reading Text),"Samuel Taylor Coleridge, J.C.C. Mays",4.20,10,2,1608,2001,/work/shelves/107984,
112151,"The Collected Works of Samuel Taylor Coleridge, Volume 8 : Lectures 1818-1819 : On the History of Philosophy","Samuel Taylor Coleridge, James Robert De Jager Jackson",4.33,3,0,1328,2000,,
112152,Daniels' Running Formula,Jack Daniels,4.24,3494,192,304,1998,/work/shelves/107987,
112153,"Operation Pedro Pan: The Untold Exodus of 14,048 Cuban Children",Yvonne Conde,4.08,50,5,256,1999,/work/shelves/107988,
112156,The Major Works,"Samuel Taylor Coleridge, H.J. Jackson",4.19,436,10,752,2000,/work/shelves/107991,
112157,"Runner's World Complete Book of Women's Running: The Best Advice to Get Started, Stay Motivated, Lose Weight, Run Injury-Free, Be Safe, and Train for Any Distance",Dagny Scott Barrios,3.77,1549,148,320,2000,/work/shelves/107992,
112154,"Running Steel, Running America: Race, Economic Policy, and the Decline of Liberalism",Judith Stein,4.10,10,2,432,1998,/work/shelves/107989,
112159,Lectures 1808-1819 On Literature,Samuel Taylor Coleridge,0.00,0,0,,1987,,
112155,Operación Pedro Pan,Yvonne Conde,4.08,50,5,336,1999,/work/shelves/107988,
112158,"The Lost Apple: Operation Pedro Pan, Cuban Children in the U.S., and the Promise of a Better Future",Maria de los Angeles Torres,3.55,20,1,344,2003,,
112160,Lore of Running,Tim Noakes,4.15,1751,69,943,1987,/work/shelves/107995,
112164,Philosophical And Theological Opinions (Volume 2 Of The Cmplete Works Of Samuel Taylor Coleridge,Samuel Taylor Coleridge,0.00,0,0,,2010,,
112161,Children Of Flight Pedro Pan,Maria Armengol Acierno,3.00,2,0,108,1994,,
112165,"The Collected Works of Samuel Taylor Coleridge, Volume 15: Opus Maximum","Samuel Taylor Coleridge, Thomas McFarland",5.00,2,0,660,2002,,
112166,The Complete Poems,"Samuel Taylor Coleridge, William Keach",4.08,6273,44,656,1834,/work/shelves/108001,
112167,The Life of Samuel Taylor Coleridge: A Critical Biography,"Rosemary Ashton, Claude Julien Rawson",2.67,6,1,508,1996,,
112163,"The Collected Works of Samuel Taylor Coleridge, Volume 14: Complete 2-Volume Set","Samuel Taylor Coleridge, Kathleen Coburn, Henry Nelson Coleridge, B. Winer, Carl R. Woodring",4.57,7,0,744,1836,,
112162,Fleeing Castro: Operation Pedro Pan and the Cuban Children's Program,Victor Andres Triay,4.00,18,3,144,1998,,
112168,The Notebooks of Samuel Taylor Coleridge: 1827-1834,"Samuel Taylor Coleridge, Kathleen Coburn, Anthony John Harding",5.00,1,0,1923,1957,,
112171,The Champion Maker,Kevin Joseph,3.30,10,3,256,2006,,
112169,The Complete Guide to Running: How to Be a Champion from 9 to 90,Earl W. Fee,4.27,11,4,439,2005,,
112170,Stock Car Champions,Richard M. Huff,0.00,0,0,260,1996,,
112173,Running the Course: Becoming a Champion in God's Eyes,"Kristi Overton Johnson, Kristi Overton-Johnson",0.00,0,0,159,2003,,
112172,Running with Champions: A Midlife Journey on the Iditarod Trail,Lisa Frederic,4.13,110,26,224,2006,/work/shelves/108007,
112179,Biodiesel Basics and Beyond: A Comprehensive Guide to Production and Use for the Home and Farm,"William H. Kemp, Aztext Press",3.50,20,0,300,2006,,
112174,World Champion Martha Josey's Running to Win: How to Win at Barrel Racing Both Inside and Out,"Martha Josey, Linda Clack, Josey Enterprises Staff, Ellisa Mitchell, Elizabeth Gorin",4.25,4,1,238,1985,,
112178,Run with the Champions: Training Programs and Secrets of America's 50 Greatest Runners,Marc Bloom,3.59,58,0,224,2001,,
112176,Top 10 Runningbacks,Chris W. Sehnert,3.00,1,1,48,1997,,
112175,Alberto Salazar's Guide to Running,"Alberto Salazar, Richard Lovett",3.50,14,2,192,2001,,
112180,Biodiesel: Growing a New Energy Economy,Greg Pahl,3.64,36,4,296,1990,/work/shelves/108015,
112184,The Biodiesel Handbook,"Gerhard Knothe, Jon Harlan Van Gerpen, Jürgen Krahl",4.00,2,0,328,2005,,
112177,Running with Swords: The Adventures and Misadventures of the Irrepressible Canadian Fencing Champion,Sherraine Mackay,3.69,26,3,219,2005,/work/shelves/108012,
112181,How to Make Biodiesel,"Dan M. Carter, Jon Halle",3.57,7,1,124,2005,,
112182,"Biodiesel America: How to Achieve Energy Security, Free America from Middle-East Oil Dependence, and Make Money Growing Fuel","Josh Tickell, Meghan Murphy, Claudia Graziano",3.81,21,2,340,2006,,
112183,"Biodiesel Power: The Passion, the People, and the Politics of the Next Renewable Fuel",Lyle Estill,3.41,17,4,288,2005,,
112185,Biodiesel: Making and Selling the Fuel of the Future - Business Management gor Producers and Biofuel Basics (Book And Cd Rom Set),Progressive Management,0.00,0,0,202,2006,,
112187,Biodiesel: Technology And Applications.,John Goodrum,0.00,0,0,300,2007,,
112190,Biology of Microorganisms Laboratory Manual,Paulette W. Royt,0.00,0,0,154,2004,,
112191,Garbage Land: On the Secret Trail of Trash,Elizabeth Royte,3.76,1562,299,294,2005,/work/shelves/1044919,
112189,Garbageland,Juan Abreu,3.17,29,3,217,2001,,
112194,Beyond Oil and Gas: The Methanol Economy,"George A. Olah, Alain Goeppert, G.K. Surya Prakash",4.06,16,1,290,2006,/work/shelves/108028,
112195,Oman Beyond the Oil Horizon: Policies Toward Sustainable Growth,Ahsan S. Mansur,0.00,0,0,68,1999,,
112188,El libro de las ilusiones,Paul Auster,3.85,21853,1194,,2002,/work/shelves/1779328,
112196,Beyond Oil: Unity & Development in the Gulf,"Muhammad Rumaihi, Muḥammad Ghānim Rumayḥī",3.00,1,0,224,1986,,
112193,Beyond Oil: The View from Hubbert's Peak,Kenneth S. Deffeyes,3.44,227,28,202,2005,/work/shelves/108027,
112197,Beyond the Oil Era,M.R. Khawlie,0.00,0,0,132,1990,,
112200,Selected Poems,Emily Dickinson,4.17,22518,538,256,1890,/work/shelves/471777,
112192,Garbage Land: On the Secret Trail of Trash,Elizabeth Royte,3.76,1562,299,311,2005,/work/shelves/1044919,
112198,Literacy as Snake Oil: Beyond the Quick Fix,Joanne Larson,4.00,4,1,148,2001,,
112201,Fifty Poems of Emily Dickinson,"Emily Dickinson, Meryl Streep, Jill Eikenberry, Melissa Manchester, Nancy Kwan, Sharon Stone, Jean Smart",4.24,67,8,0,1995,/work/shelves/104210,
112199,The Middle East Oil Decade and Beyond,Gad G. Gilbar,0.00,0,0,123,1997,,
112204,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",4.23,77953,1137,716,1890,/work/shelves/1443553,
112206,Tribes,"David Brin, Steve  Jackson",5.00,2,0,12,1998,,
112202,Emily Dickinson,Donna Dickenson,3.82,28,3,132,1985,/work/shelves/1088738,
112208,Le Chemin des Bannis,David Brin,4.16,19,0,,1996,/work/shelves/7126548,The Uplift Saga
112205,A Vision of Future Space Transportation,"Tim McElyea, David Brin",3.14,7,1,208,2003,,Apogee Books Space Series
990794,Piecework,David Brin,3.97,39,2,43,1991,/work/shelves/976289,
112203,Poems by Emily Dickinson,Emily Dickinson,4.23,77954,1137,,1890,/work/shelves/1443553,
112209,"Am Grenzpunkt der Ewigkeit (Die zweite Uplift-Trilogie, #6)",David Brin,4.00,6,0,352,1998,,The Uplift Saga
112216,Hoops,Walter Dean Myers,3.95,2703,379,192,1981,/work/shelves/108050,
112215,Sacred Hoops: Spiritual Lessons of a Hardwood Warrior,"Phil Jackson, Hugh Delehanty",3.99,3783,280,240,1995,/work/shelves/108049,
112207,Infinity's Shore,David Brin,3.97,7929,101,,1996,/work/shelves/108041,Uplift Storm Trilogy
112217,The Sacred Hoop: Recovering the Feminine in American Indian Traditions,Paula Gunn Allen,4.05,631,17,336,1986,/work/shelves/108051,
112211,Le grand défi,David Brin,3.96,6258,139,,1998,/work/shelves/1255390,Uplift Storm Trilogy
112212,The Berenstain Bears' Moving Day,"Stan Berenstain, Jan Berenstain",4.15,11395,93,,1981,/work/shelves/2900050,The Berenstain Bears
112213,The Berenstain Bears and the Blame Game,"Stan Berenstain, Jan Berenstain",3.89,866,33,,1997,/work/shelves/32492,The Berenstain Bears
112214,Bebe De Los Osos Berenstain,"Stan Berenstain, Jan Berenstain",3.84,7931,198,,1974,/work/shelves/2494441,The Berenstain Bears
112218,"Hoop Dreams: True Story of Hardship and Triumph, The","Ben Joravsky, Charles Barkley",4.22,579,95,320,1995,/work/shelves/7258834,
112219,Hoops,"Robert Burleigh, Stephen T. Johnson",3.98,59,21,32,1997,/work/shelves/108053,
112222,Hoop Skirts and Crinoline Paper Dolls,Tom Tierney,3.89,9,0,32,2006,,
112223,Hoop-La!: The Ultimate Book of Hoop Tricks: The Ultimate Book of Hula Hoop Tricks,"Kari James, Jamie   Bennett",0.00,0,0,48,2002,,
112224,Basketball,Mark Stewart,3.40,5,2,160,1998,,
112221,"Radar, Hula Hoops, and Playful Pigs: 67 Digestible Commentaries on the Fascinating Chemistry of Everyday Life",Joe Schwarcz,3.91,162,14,304,1999,/work/shelves/108055,
112220,Night Hoops,Carl Deuker,4.10,1194,247,256,2000,/work/shelves/108054,
112225,Shoot for the Hoop,"Matt Christopher, Karen Meyer",3.82,38,10,128,1995,/work/shelves/108059,
112227,"Book 2: Ball, Rope, Hoop Activities","Frank Alexander, John E. Lewis",3.50,2,0,60,1994,,
112226,The Geneticist Who Played Hoops with My DNA: . . . And Other Masterminds from the Frontiers of Biotech,David Ewing Duncan,3.26,19,3,288,2005,/work/shelves/108060,
112230,Hoops,Major  Jackson,3.83,154,13,125,2006,/work/shelves/108063,
112229,Strong to the Hoop,"John Coy, Leslie Jean-Bart",3.60,48,13,32,1999,/work/shelves/108062,
112234,Hoop Dreams,Paul Robert Walker,4.16,50,9,176,1995,,
112228,Genji Monogatari,"Murasaki Shikibu, Fernando Gutiérrez",3.72,10561,1001,,1008,/work/shelves/2212225,源氏物語  
112232,Hoops Nation: A Guide to America's Best Pickup Basketball,"Chris Ballard, Chuck Wielgus, Clark Kellogg, Alexander Wolff",4.08,36,0,367,1998,/work/shelves/108065,
112231,Hoop Crazy,"Clair Bee, Cynthia Bee Farley, Randall K. Farley, Bob Knight",4.25,53,5,209,1950,/work/shelves/108064,Chip Hilton
112233,Hoop Kings,Charles R. Smith Jr.,3.78,51,13,42,2004,/work/shelves/2425551,
112241,"The Art of Computer Programming, Volume 4, Fascicle 3: Generating All Combinations and Partitions",Donald Ervin Knuth,4.52,44,2,160,2005,/work/shelves/108074,Art of Computer Programming
112236,"The Christopher Lee Filmography: All Theatrical Releases, 1948-2003","Tom     Johnson, Mark A. Miller, Jimmy Sangster",4.57,7,1,460,2004,/work/shelves/108069,
112242,"The Art of Computer Programming, Volume 4, Fascicle 4: Generating All Trees--History of Combinatorial Generation",Donald Ervin Knuth,4.51,35,0,120,2006,/work/shelves/108075,Art of Computer Programming
112238,Brushwork Essentials: How to Render Expressive Form and Texture with Every Stroke,Mark Christopher Weber,3.82,57,7,143,2002,/work/shelves/108071,
112235,Mark,"Thomas C. Oden, Christopher A. Hall",4.17,35,5,320,1998,/work/shelves/2420604,Ancient Christian Commentary on Scripture
112237,At the Plate with...Marc McGwire,"Matt Christopher, Christophe Matt",3.60,10,2,128,1999,,
112239,"The Art of Computer Programming, Volumes 1-3 Boxed Set",Donald Ervin Knuth,4.49,722,36,896,1998,/work/shelves/108072,Art of Computer Programming
112243,Concrete Mathematics: A Foundation for Computer Science,"Ronald L. Graham, Donald Ervin Knuth, Oren Patashnik",4.33,1761,28,672,1988,/work/shelves/108076,
112240,3:16 - Bible Texts Illuminated,Donald Ervin Knuth,4.25,106,11,268,1991,/work/shelves/108073,
112244,"The Art of Computer Programming, Volume 4, Fascicle 2: Generating All Tuples and Permutations",Donald Ervin Knuth,4.70,30,0,127,2005,/work/shelves/108077,Art of Computer Programming
112246,"The Art of Computer Programming, Volume 2: Seminumerical Algorithms",Donald Ervin Knuth,4.42,488,6,784,1969,/work/shelves/108079,Art of Computer Programming
112245,Literate Programming,Donald Ervin Knuth,3.87,106,11,384,1992,/work/shelves/108078,
112247,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,4.37,1728,44,672,1973,/work/shelves/108080,Art of Computer Programming
112248,Selected Papers on Computer Science,Donald Ervin Knuth,3.87,71,4,276,1996,/work/shelves/108081,
112249,Concepts of Programming Languages,Robert W. Sebesta,3.68,324,15,745,1988,/work/shelves/589829,
112252,Types and Programming Languages,Benjamin C. Pierce,4.27,520,17,623,2002,/work/shelves/108085,
