BookID,Title,Author,Rating,Number of raters,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
528855,Alienation and Absence in the Novels of Marguerite Duras (French Forum Monographs),Carol J. Murphy,0.00,0,0,172,December 1st 1982,Paperback,,,
528852,The Karma Of Brown Folk,Vijay Prashad,4.14,405,36,272,2000,Hardcover,English,/work/shelves/19164,
528856,Global History and Geography (Barron's Regents Exams and Answers Books),Martin & Streitwieser Lefton,4.15,13,0,160,March 1st 2006,Paperback,,,
528854,How to Be Alone: Essays,Jonathan Franzen,3.59,10957,898,288,October 1st 2002,Hardcover,English,/work/shelves/577,
528857,Global Political Economy: Theory and Practice,Theodore H. Cohn,3.80,111,6,498,January 1st 2000,Paperback,English,/work/shelves/516560,
528859,"Understanding Global Cultures: Metaphorical Journeys Through 28 Nations, Clusters of Nations, and Continents",Martin J. Gannon,3.86,22,2,480,December 15th 2003,Paperback,English,/work/shelves/516562,
528860,2007 Brief Review in Global History and Geography,Steven Goldberg,0.00,0,0,0,June 30th 2006,Hardcover,,,
528858,Global Bible Commentary,Daniel Patte,4.21,33,2,432,October 1st 2004,Paperback,English,/work/shelves/516561,
528862,Impossible Performances: Duras as Dramatist,Gabrielle H. Cody,0.00,0,0,176,May 22nd 2000,Hardcover,English,,
528864,Family Violence & Men of Color: Healing the Wounded Male Spirit,"Jerry Tello, Ricardo Carrillo",0.00,0,0,8,1998,Hardcover,English,,
528866,The Problem of Evil: Ibn S�n�'s Theodicy,Shams Constantine Inati,0.00,0,0,227,January 1st 2000,Paperback,,,
528867,"Probing in Islamic Philosophy: Studies in the Philosophies of Ibn Sina, Al-Ghazali, and Other Major Muslim Thinkers",Michael E. Marmura,3.50,4,1,458,December 1st 2004,Paperback,English,,
528863,The Seat Beside Me,Nancy Moser,4.28,864,119,368,June 1st 2006,Paperback,English,/work/shelves/57958143,The Steadfast
528865,Avicenna (Ibn Sina): Muslim Physician and Philosopher of the Eleventh Century,Aisha Khan,3.83,24,6,112,September 1st 2005,Hardcover,English,/work/shelves/516568,
528787,Force of Circumstance: The Autobiography of Simone de Beauvoir,Simone de Beauvoir,4.13,303,21,2,1962,Paperback,English,/work/shelves/6142088,
528868,"God and Humans in Islamic Thought: Abd Al-Jabbar, Ibn Sina and Al-Ghazali",Maha Elkaisy-Friemuth,0.00,0,0,214,July 25th 2006,Hardcover,English,,
528870,"The Making of the Avicennan Tradition: The Transmission, Contents, and Structure of Ibn S N 's Al-Mub H at T (the Discussions)",David C. Reisman,0.00,0,0,338,June 1st 2002,Hardcover,English,,
528869,The Two Wings of Wisdom: Mysticism and Philosophy in the Risalat Ut-Tair of Ibn Sina,Shokoufeh Taghi,0.00,0,0,228,December 10th 2000,Paperback,,,Studia Iranica Upsaliensia
528873,The Politics of Meaning: Power and Explanation in the Construction of Social Reality,Peter C. Sederberg,0.00,0,0,294,September 1st 1984,Hardcover,English,,
528871,"Resilient Identities: Self, Relationships, And The Construction Of Social Reality",William Swann,3.00,3,0,256,May 13th 1999,Paperback,English,,
528874,The New Migration In Europe: Social Constructions And Social Realities,Khalid Koser,4.00,2,0,,November 1st 1997,Paperback,English,,
528872,John Searle And the Construction of Social Reality,Joshua Rust,3.50,4,2,224,December 15th 2005,Hardcover,English,,
528876,Van Gogh's ear : the uncollected poems of James B. Allen,James Beekman Allen,0.00,0,0,64,2002,Unknown Binding,,,
528875,Van Allen's Ecstasy,Jim Tushinski,3.93,14,4,,January 28th 2004,,,/work/shelves/2330069,
528878,The Official Redbook of Morgan Silver Dollars,Q. David Bowers,4.15,46,1,288,January 1st 2004,Paperback,English,/work/shelves/271130,
528877,James Van Allen: The First Eight Billion Miles,Abigail Foerstner,4.00,18,4,396,November 15th 2007,Hardcover,English,/work/shelves/516580,
528879,Painted Lives,Charlotte Vale Allen,3.74,104,8,307,1990,Hardcover,English,/work/shelves/516582,
528883,Taming Him,"Kimberly Dean, Michelle M. Pillow, Summer Devon",3.75,130,10,304,January 9th 2007,Paperback,English,/work/shelves/516586,
528880,Another View,Rosamunde Pilcher,3.66,2760,168,,1968,Paperback,English,/work/shelves/2881770,
528882,Sleeping Tiger,Rosamunde Pilcher,3.63,3022,156,204,1967,Hardcover,English,/work/shelves/1040919,
528881,The Carousel,Rosamunde Pilcher,3.77,4097,190,184,January 1st 1982,Unknown Binding,English,/work/shelves/111746,
528836,No More,"Marguerite Duras, Richard Howard, Paul Otchakovsky-Laurens, Christiane Blot-Labarrère",3.99,285,28,208,1995,Hardcover,English,/work/shelves/516540,
528853,Sociology: A Global Perspective,Joan Ferrante,3.11,56,3,672,January 1st 1992,Paperback,English,/work/shelves/516557,
528885,Chauvet Cave: The Art of Earliest Times,"Jean Clottes, Paul G. Bahn, Maurice Arnold",4.36,22,4,232,May 3rd 2001,Hardcover,English,/work/shelves/516588,
528889,The Portable Saul Bellow,"Saul Bellow, Edith H. Tarcov, Gabriel Josipovici",4.14,22,3,654,1974,Hardcover,English,/work/shelves/314946,
528884,The Clan of the Cave Bear,"Jean M. Auel, Sandra Burr",4.06,234964,6709,17,May 4th 1980,Audio CD,English,/work/shelves/1584694,Earth's Children 
528886,Mr. Sammler's Planet,"Saul Bellow, Stanley Crouch",3.75,3282,219,313,1970,Paperback,English,/work/shelves/1228744,
528887,Collected Stories,"Saul Bellow, James  Wood, Janis Bellow",4.03,852,56,464,January 1st 1992,Paperback,English,/work/shelves/516589,
528888,The Adventures Of Augie March,Saul Bellow,3.84,16690,1039,536,September 18th 1953,Hardcover,English,/work/shelves/2453177,
528890,The Republic of Plato,"Plato, Allan Bloom",3.95,176248,3732,509,December 1968,Hardcover,English,/work/shelves/1625515,Platonis opera
528894,Plato's Ethics,Terence Irwin,4.13,30,2,464,December 13th 1994,Paperback,English,/work/shelves/516595,
528893,Panentheism: The Other God of the Philosophers: From Plato to the Present,John W. Cooper,4.24,34,4,358,November 1st 2006,Hardcover,English,/work/shelves/516594,
528896,Vermeer and Plato: Painting the Ideal,Robert D. Huerta,0.00,0,0,148,2005,Hardcover,English,,
528891,Gorgias,Plato,3.96,10222,369,280,March 20th 1980,Paperback,English,/work/shelves/5528,
528892,Symposium,Plato,4.06,44732,1714,0,February 1st 2006,Audio CD,English,/work/shelves/1488719,
528898,Statesman/Philebus/Ion (Plato 8),"Plato, W.H.M. Lamb",4.03,31,0,480,January 1st 1925,Hardcover,English,/work/shelves/516599,
528895,The Laws,"Plato, Trevor J. Saunders, R.F. Stalley, Betty Radice, Richard Stalley",4.07,2524,68,560,January 27th 2005,Paperback,English,/work/shelves/1108078,
528899,The Dialogues of Plato,"Plato, Erich Segal, Benjamin Jowett",4.08,529,40,410,April 25th 2006,Paperback,English,/work/shelves/86809945,
528902,The Myths of Plato,Plato,4.17,35,4,548,1970,Paperback,English,/work/shelves/516602,
528900,"Plato Prehistorian: 10,000 to 5,000 B.C. Myth, Religion, Archaeology",Mary Settegast,4.17,18,4,352,April 1987,Paperback,English,/work/shelves/70927,
528903,The Laws of Plato,Plato,4.07,2524,68,848,January 1st 1980,Unknown Binding,English,/work/shelves/1108078,
528904,The Cambridge Companion to Plato,Richard Kraut,4.00,82,1,576,October 1st 1992,Hardcover,English,/work/shelves/30671,Cambridge Companions to Philosophy
528908,Alice in Wonderland,"Lewis Carroll, Cinzia Ratto",4.13,40,13,180,2002,Hardcover,English,/work/shelves/87143882,
528901,Alice In Wonderland and Through the Looking Glass,"Lewis Carroll, John Tenniel",4.06,475299,11002,307,1871,Hardcover,English,/work/shelves/2375385,Alice's Adventures in Wonderland
528905,The Unaborted Socrates,Peter Kreeft,4.14,534,56,155,July 1983,Paperback,English,/work/shelves/516605,
528906,Philosophy Before Socrates: An Introduction with Texts and Commentary,Richard D. McKirahan,4.09,276,13,436,March 1st 1994,Paperback,English,/work/shelves/516606,
528909,"D.N.Angel, Vol. 9",Yukiru Sugisaki,4.18,2783,10,180,2003,Library Binding,English,/work/shelves/2028631,D.N.Angel
528907,History Lessons: How Textbooks from Around the World Portray U.S. History,"Dana Lindaman, Kyle Ward, Kyle Roy Ward",3.72,225,33,404,June 2004,Paperback,English,/work/shelves/516607,
528914,Road to the Rose Bowl: 50 Years of Lawry's Beef Bowl,Todd Erickson,4.00,2,0,187,November 1st 2005,Hardcover,English,,
528910,"D.N.Angel, Volume 10",Yukiru Sugisaki,4.19,1881,12,176,January 1st 2004,Hardcover,English,/work/shelves/516609,D.N.Angel
528911,"D.N.Angel, Vol. 5",Yukiru Sugisaki,4.18,3930,14,192,2001,Paperback,Spanish,/work/shelves/1176231,D.N.Angel
528916,Bill Lawry's Greatest Moments of Cricket,Bill Lawry,3.00,1,1,191,January 1st 2003,Paperback,English,,
528915,Modelling and Reasoning with Vague Concepts,Jonathan Lawry,3.00,1,1,246,January 1st 2006,Hardcover,English,,
528917,"Missions in the Tonga and Feejee Islands, as Described in the Journals of REV. Walter Lawry. Revised by Daniel P. Kidder.",Walter Lawry,2.50,2,0,508,March 31st 2006,Paperback,English,,
528912,April Witch,Majgull Axelsson,3.76,2750,184,416,1997,Hardcover,English,/work/shelves/516611,
528918,The Quiet Girl,Peter Høeg,3.23,2630,477,408,2006,Hardcover,English,/work/shelves/2315027,
528913,House of Sand and Fog,Andre Dubus III,3.85,127652,4144,368,1999,Hardcover,English,/work/shelves/932849,
528920,Portsmouth Harbor's Military and Naval Heritage,"Nelson H. Lawry, Glen M. Williford, Leo K. Polaski",4.40,5,0,128,November 22nd 2004,Paperback,English,,Images of America: New Hampshire
528922,James Joyce A to Z: The Essential Reference to the Life and Work,"A. Nicholas Fargnoli, Michael Patrick Gillespie",3.75,4,0,320,August 1st 1995,Hardcover,English,,
1361106,Trowel And Error,Alan Titchmarsh,3.86,214,15,,January 1st 2002,Unknown Binding,English,/work/shelves/516622,
528926,"Trowel and Error: Over 700 Organic Remedies, Shortcuts, and Tips for the Gardener",Sharon Lovejoy,4.22,253,34,336,January 15th 2002,Paperback,English,/work/shelves/516625,
528923,Trowel and Error,Alan Titchmarsh,3.86,214,15,384,January 1st 2002,Paperback,English,/work/shelves/516622,
528930,Swamp Doctor: The Diary of a Union Surgeon in the Virginia and North Carolina Marshes,Thomas P. Lowry,3.09,11,3,235,June 1st 2001,Hardcover,English,/work/shelves/516629,
528928,"Memorial Space, Poetic Time: The Triumph of Memory in Eugenio Montale",Gregory Michael Pell,0.00,0,0,240,September 6th 2005,Paperback,English,,
528921,"A Portrait of the Artist as a Young Man: Text, Criticism & Notes","James Joyce, Chester G. Anderson",3.62,130932,5482,576,1916,Paperback,English,/work/shelves/3298883,
528929,Imagenes de Eugenio Montale,Horacio Armani,0.00,0,0,144,June 2002,Paperback,Spanish,,
528924,"Fruits Basket, Vol. 5","Natsuki Takaya, Alethea Nibley, Athena Nibley",4.40,16624,289,194,April 19th 2000,Paperback,English,/work/shelves/237199,Fruits Basket
528932,Odd Leaves from the Life of a Louisiana Swamp Doctor,Henry Clay Lewis,3.83,6,1,204,May 1st 1997,Paperback,English,/work/shelves/4046372,
528927,Fifty Poems of Emily Dickinson,Emily Dickinson,4.24,68,8,0,February 1st 1995,Audiobook,English,/work/shelves/104210,
528935,"I Love Lucy: The Official 50th Anniversary Edition, Celebrating 50 Years of Love and Laughter",Elisabeth Edwards,4.50,8,1,288,2001,Hardcover,,,
528934,I Love Lucy: The Complete Picture History of the Most Popular TV Show Ever,Michael McClay,4.42,152,13,320,October 1995,Paperback,English,/work/shelves/144635,
528937,Zeit Und Poetik in Der Lyrik Eugenio Montales: Von Den Ossi Di Seppia Zum Diario del '71 E del '72,Angelina Monego,0.00,0,0,293,August 1st 1996,Paperback,,,
528943,"A Safe Place for Caleb: An Interactive Book for Kids, Teens and Adults with Issues of Attachment, Grief, Loss or Early Trauma","Kathleen A. Chara, Paul J. Chara Jr.",3.96,25,3,128,May 18th 2005,Paperback,English,,
528936,In the Name of Identity: Violence and the Need to Belong,"Amin Maalouf, Barbara Bray",3.91,8724,1094,164,October 28th 1998,Hardcover,English,/work/shelves/1369103,
528946,Agatha Christie Crime Collection: A Caribbean Mystery / Taken at the Flood / The Seven Dials Mystery,Agatha Christie,4.00,22,2,,1971,Hardcover,English,/work/shelves/43002659,
528938,Ossi di seppia,Eugenio Montale,4.38,1104,63,142,1925,Paperback,Italian,/work/shelves/13845,
528952,The Body & How It Works (See & Explore Library),Steve Parker,4.09,11,1,64,1987,Hardcover,English,,
528945,The Seven Dials Mystery,Agatha Christie,3.81,20099,1177,217,January 24th 1929,Paperback,English,/work/shelves/516643,Superintendent Battle
528944,The Seven Dials Mystery,Agatha Christie,3.81,20099,1177,0,January 24th 1929,Audiobook,English,/work/shelves/516643,Superintendent Battle
528950,The Samurai Film,Alain Silver,3.85,54,7,320,March 1st 1984,Paperback,English,/work/shelves/516648,
528947,Pale Horse Coming,Stephen Hunter,4.25,5006,210,496,October 9th 2001,Hardcover,English,/work/shelves/763553,Earl Swagger
528949,Sam Samurai,"Jon Scieszka, Adam McCauley",3.77,447,22,96,2001,Paperback,English,/work/shelves/3067178,Time Warp Trio
528948,The Pale Horse,Agatha Christie,3.83,19538,1288,259,1961,Hardcover,English,/work/shelves/603038,Ariadne Oliver
528953,The Respiratory System,Susan Dudley Gold,3.00,1,0,48,2003,Hardcover,English,,
528951,The Body in the Library,Agatha Christie,3.86,70706,3823,320,February 1942,Audio CD,English,/work/shelves/3038784,Miss Marple
528955,Epidemic of Care,George C. Halvorson,3.75,12,0,271,April 22nd 2003,Hardcover,English,,
528954,The Flu Epidemic,JoAnn A. Grote,3.88,34,2,144,1998,Paperback,English,/work/shelves/516652,American Adventure
528962,"Good-Bye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims","Charles Hickey, John O'Brien, Todd Lighty",3.61,31,5,384,March 1st 1996,Paperback,English,/work/shelves/516660,
528960,"Field Guide to Herbs & Spices: How to Identify, Select, and Use Virtually Every Seasoning on the Market",Aliza Green,4.07,45,3,313,January 1st 2006,Paperback,English,/work/shelves/516658,
528959,"Broadway Musicals, 1943-2004",John Stewart,4.00,1,0,1039,December 1st 2005,Hardcover,English,,
528956,Epidemic!: The World of Infectious Diseases,"Rob DeSalle, American Museum of Natural History",3.64,22,1,246,September 1st 1999,Paperback,English,/work/shelves/516654,
528957,How to Have Theory in an Epidemic: Cultural Chronicles of AIDS,Paula A. Treichler,4.42,45,2,496,1999,Paperback,English,/work/shelves/516655,
528967,Spiders and Their Web Sites,Margery Facklam,3.96,24,6,32,April 1st 2001,Hardcover,English,/work/shelves/516665,
528963,"Sigmar Polke: History of Everything: Paintings and Drawings, 1998-2003",Sigmar Polke,4.67,3,0,142,2003,Paperback,English,,
528958,Plagues and Poxes: The Impact of Human History on Epidemic Disease,Alfred Jay Bollet,3.77,47,6,256,June 30th 2004,Paperback,English,/work/shelves/516656,
528961,Miami Spice: The New Florida Cuisine,Steven Raichlen,4.06,105,6,348,January 11th 1993,Hardcover,English,/work/shelves/476598,
528968,Spider Woman's Web,Susan Hazen-Hammond,3.92,87,10,256,November 1st 1999,Paperback,English,/work/shelves/516666,
528964,Boucher's Prosthodontic Treatment for Edentulous Patients,George A. Zarb,4.47,36,1,640,March 1st 1990,Hardcover,English,,
528966,Spiders Spin Webs: And Other Questions About Creepy Crawlies,Amanda O'Neill,3.84,55,2,32,April 27th 1995,Paperback,English,/work/shelves/516664,
528969,"The ""Spider Web""",Margaret Susan Thompson,0.00,0,0,288,January 1st 1986,Hardcover,English,,
528965,The Spider's Web,Peter Tremayne,4.10,1296,70,337,1997,Paperback,English,/work/shelves/516663,Sister Fidelma
528971,The Baseball Clinic: Skills and Drills for Better Baseball--A Handbook for Players and Coaches,John Stewart,1.67,3,1,128,March 23rd 1999,Paperback,English,,
528973,Avoiding Common Pilot Errors: An Air Traffic Controller's View,John Stewart,3.00,4,0,226,May 1st 1989,Paperback,English,,
528975,The Normal Christian Life,Watchman Nee,4.31,7859,276,304,1957,Paperback,English,/work/shelves/516673,The Collected Works of Watchman Nee
528974,North American Exploration,"Michael Gotay, John Stewart Bowman, Michael Gotay",4.11,9,4,528,May 30th 2003,Hardcover,English,/work/shelves/516672,
528979,Silence,Adam Jaworski,4.00,1,0,414,January 1st 1997,Hardcover,English,,
528978,Racing the White Silence: On the Trail of the Yukon Quest,Adam Killick,4.00,19,1,304,October 1st 2002,Paperback,English,,
528976,El Silencio de Adán: Como convertirse en hombres de valor en un mundo de caos,"Larry Crabb, Don Hudson, Al Andrews",4.12,503,49,400,1995,Paperback,Spanish,/work/shelves/80126,
528977,The Silence of Adam: Becoming Men of Courage in a World of Chaos,"Larry Crabb, Don Hudson, Al Andrews",4.12,503,49,0,1995,Audio,English,/work/shelves/80126,
528983,Jump Back in Time: A Living History Resource,Carol Peterson,0.00,0,0,208,January 1st 2004,Paperback,English,,
528981,Murder in Georgetown,Elliott Roosevelt,3.56,144,23,204,1999,Paperback,English,/work/shelves/516679,Eleanor Roosevelt
528980,Murder in Georgetown,Elliott Roosevelt,3.56,144,23,,1999,Hardcover,,/work/shelves/516679,Eleanor Roosevelt
528985,She Comes First: The Thinking Man's Guide to Pleasuring a Woman,Ian Kerner,4.12,5922,458,228,2004,Hardcover,English,/work/shelves/13654,
528986,Rebel Angel: Sculpture and Watercolours by Sir Jacob Epstein 1880-1959: Birmingham Museums & Art Gallery 16 October-30 November 1980,Jacob Epstein,4.00,1,0,35,January 1st 1980,Unknown Binding,English,,
528982,Murder in Georgetown,Margaret Truman,3.60,841,60,0,1986,Hardcover,English,/work/shelves/486837,Capital Crimes
528995,Bitch? Moi?,Nancy Rider Hunt,3.40,5,2,72,January 1st 2007,Hardcover,English,,
528990,"Signed, Mata Hari",Yannick Murphy,3.42,552,106,288,November 14th 2007,Hardcover,English,/work/shelves/516688,
528989,Rebel Writer: Secrets of the Extraordinary Life Hidden in the Page,Lee Travathan,0.00,0,0,228,December 1999,Paperback,English,,
528999,America's Fighting Force,Thomas Hurley,0.00,0,0,428,January 10th 2005,Paperback,English,,
528988,Rebel Writer Three: And Then You Fly,Lee Travathan,0.00,0,0,352,March 2001,Paperback,English,,
528996,The Blair Reader,Laurie G. Kirszner,3.41,44,2,795,November 28th 1991,Paperback,English,/work/shelves/516694,
529000,U.S. Air Force Fighting Vehicles,Ellen  Hopkins,4.67,3,0,48,2003,Paperback,English,,
528992,Getting in Touch with Your Inner Bitch,Elizabeth Hilts,3.25,624,75,193,May 1994,Paperback,English,/work/shelves/577401,
528998,Submarines at Sea,Lynn M. Stone,3.50,2,0,32,2005,Hardcover,English,,
529004,Gregor Mendel: Father of Genetics,Roger Klare,3.64,14,3,128,July 1st 1997,Paperback,English,,
529003,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,237,36,0,January 1st 2005,Audio Cassette,,/work/shelves/2210241,
528997,Kushiel's Dart,Jacqueline Carey,3.99,76673,4154,901,June 23rd 2001,Mass Market Paperback,English,/work/shelves/2990010,Phèdre's Trilogy
529007,Self's Punishment,Thomas Richter,3.48,587,70,256,1987,Hardcover,,/work/shelves/283245,Gerhard Selb
529010,"Home Growing: Your Complete Guide to Growing Vegetables, Fruit, and Herbs",E. Steffel,5.00,1,0,320,September 1st 1977,Hardcover,English,,
529006,Gregor Mendel: The Friar Who Grew Peas,"Cheryl Bardoe, Jos. A. Smith",4.19,363,68,40,September 1st 2006,Hardcover,English,/work/shelves/516703,
3472746,"Vegetables, Herbs, and Fruits",Mary Moody,2.00,1,0,128,1992,Hardcover,English,,
528993,Book of the Bitch,J.M. Evans,4.45,106,2,206,1994,Paperback,English,/work/shelves/516691,
529008,Flights of Love: Stories,Bernhard Schlink,3.74,2104,152,308,February 2000,Hardcover,English,/work/shelves/1443596,
529013,"The Edible Indoor Garden: A Complete Guide to Growing Over 60 Vegetables, Fruits, and Herbs Indoors",Peggy Ann Hardigree,3.50,8,1,298,December 1st 1980,Hardcover,English,,
529001,Boogaloo: The Quintessence of American Popular Music,Arthur Kempton,3.56,34,3,512,June 3rd 2003,Hardcover,English,/work/shelves/516698,
529014,"Taylor's Guide to Vegetables: A Complete Guide to Growing Edible Plants, Fully Illustrated with 425 Color Photographs",Norman Taylor,4.33,6,1,479,March 11th 1987,Paperback,English,,
529012,"Total Garden: A Complete Guide to Integrating Flowers, Herbs, Fruits and Vegetables",Andi Clevely,5.00,2,0,192,1988,Hardcover,English,,
529011,The New Kitchen Garden,Anna Pavord,3.72,47,3,,March 15th 1996,,,/work/shelves/516708,
528991,Stitch 'n Bitch: The Knitter's Handbook,Debbie Stoller,4.05,5338,474,256,September 29th 2000,Hardcover,English,/work/shelves/56028,
529023,Kitchen Garden Planner,"Darrell Trout, Cathy Barash, Jo Kellum",3.54,13,3,192,March 15th 1999,Hardcover,English,/work/shelves/516720,
528994,Bitch Factor,Chris Rogers,3.70,214,15,319,1998,Paperback,English,/work/shelves/516692,Dixie Flannigan
529022,Kitchen Planner (Better Homes & Gardens (Paperback)),Better Homes and Gardens,4.00,7,0,128,January 1st 2002,Paperback,,,
529028,"Frank Lloyd Wright: Decorative Objects, Prints, Drawings, Florida Projects",Beth Dunlop,0.00,0,0,61,December 1984,Paperback,English,,
529021,"Food, Inc.: Mendel to Monsanto--The Promises and Perils of the Biotech Harvest",Peter Pringle,4.10,944,29,256,June 10th 2003,Paperback,,/work/shelves/516718,
529027,Florida Project,Tim Sullivan,3.16,90,8,,February 1st 1985,,,/work/shelves/1590987,V
529029,Federal Writers Project Florida,"Work Projects Administration, Rashad Hasan",4.47,30,5,,March 5th 2005,Hardcover,English,/work/shelves/26960953,
529030,"The Kitchen Garden: Fresh Ideas for Luscious Vegetables, Herbs, Flowers and",Norma Coney,4.00,12,2,144,October 1st 2000,Paperback,English,/work/shelves/516727,
529005,"The Monk in the Garden: The Lost and Found Genius of Gregor Mendel, the Father of Genetics",Robin Marantz Henig,3.80,305,43,304,May 1st 2000,Paperback,English,/work/shelves/516702,
529031,Letters from Palazzo Barbaro,"Henry James, Leon Edel",3.00,18,5,,January 1st 1998,Paperback,English,/work/shelves/419512,
529033,"Ecopsychology: Restoring The Earth, Healing The Mind",Theodore Roszak,4.19,355,22,338,January 1st 1995,Hardcover,English,/work/shelves/788146,
529032,Selected Tales (Everyman's Library (Paper)),"Henry James, Tom Paulin",3.81,102,6,464,1866,Paperback,,/work/shelves/6359581,
529036,The Organic Home Garden: How to Grow Fruits and Vegetables Naturally,Patrick Lima,3.71,17,2,160,February 1st 2004,Paperback,English,/work/shelves/516733,
529034,Ecopsychology as Ultimate Force Psychology,Jorge Conesa Sevilla,0.00,0,0,268,October 25th 2006,Hardcover,English,,
529039,Death at High Tide,Beth Sherman,3.51,45,2,256,1999,Paperback,English,/work/shelves/516736,A Jersey Shore Mystery
529037,Death Tide: A Mitch Stone Novel,Dave Monroe,5.00,1,0,292,December 1st 2002,Paperback,English,,
529038,Tide of Death,Pauline Rowson,3.35,127,18,320,December 1st 2005,Paperback,English,/work/shelves/516735,DI Andy Horton
529035,Voice of the Earth: An Exploration of Ecopsychology,Theodore Roszak,4.16,136,10,,1992,Hardcover,English,/work/shelves/616359,
529042,Knowles' A Separate Peace (Cliffs Notes),"Charles Higgins, Regina Kirby Higgins",3.73,11,1,96,March 3rd 1999,Paperback,,,
529016,East Coast Crisis,"Howard Weinstein, A.C. Crispin",3.43,231,12,288,1984,Paperback,English,/work/shelves/3320348,V
529041,"How to Grow More Vegetables: And Fruits, Nuts, Berries, Grains, and Other Crops Than You Ever Thought Possible on Less Land Than You Can Imagine",John Jeavons,4.09,1561,150,240,1979,Paperback,English,/work/shelves/11598,
529040,The Outsider,Colin Wilson,4.04,3680,425,302,1956,Paperback,English,/work/shelves/3310176,
529018,"Organic, Inc.: Natural Foods and How They Grew",Samuel Fromartz,3.62,263,37,320,March 5th 2006,Hardcover,English,/work/shelves/319029,
529043,To Conquer the Throne,Tim Sullivan,3.24,45,4,216,November 1987,Paperback,English,/work/shelves/516740,V
529044,"Newcomers to Power: How to Sit on Someone Else's Throne. Socialists Conquer France in 1981, Non-Socialists Conquer Sweden in 1976 (Skrifter Utgivna Av Statsvetenskapliga Foreningen I Uppsala, 148)",Cecilia Garme,0.00,0,0,227,December 1st 2001,Paperback,,,
1263583,Prisoners and Pawns,Howard Weinstein,3.43,90,6,181,January 1st 1986,Paperback,English,/work/shelves/516743,V
529047,Pawn of War,Rudi Stiebritz,2.50,2,1,241,December 1st 2001,Paperback,English,/work/shelves/516744,
529048,Pawns in a Triangle of Hate: The Peruvian Japanese and the United States,C. Harvey Gardiner,0.00,0,0,232,September 1st 1981,Hardcover,English,,
529045,"The Man Awakened from Dreams: One Man’s Life in a North China Village, 1857-1942",Henrietta Harrison,3.77,140,10,224,January 3rd 2005,Hardcover,English,/work/shelves/70296,
529049,Rethinking Life and Death: The Collapse of Our Traditional Ethics,Peter Singer,3.95,298,22,,April 1st 1995,Hardcover,English,/work/shelves/29843,
529053,Moral of the Story,"Peter Singer, Renata Singer",3.85,20,4,640,January 31st 2005,Paperback,English,/work/shelves/516750,
529050,Writings on an Ethical Life,Peter Singer,4.02,644,49,384,2000,Hardcover,English,/work/shelves/516747,
529055,Ethical Vegetarianism: From Pythagoras to Peter Singer,"Kerry S. Walters, Lisa Portmess",3.97,39,4,304,January 7th 1999,Paperback,English,/work/shelves/516752,
529051,"Feeding the Monster: How Money, Smarts, and Nerve Took a Team to the Top",Seth Mnookin,3.95,1349,67,464,July 1st 2006,Paperback,English,/work/shelves/76359,
529052,In Defence of Animals,Peter Singer,4.24,401,19,224,January 1st 1985,Hardcover,English,/work/shelves/50244,
529057,I386/I486 Advanced Programming: Real Mode Protected Mode Virtual 8086 Mode,Sen-Cuo Ro,0.00,0,0,228,November 26th 1992,Hardcover,,,
529054,Marx,Peter Singer,3.72,2215,233,82,1980,Hardcover,English,/work/shelves/1199383,
529056,Chaos Mode,Piers Anthony,3.67,2966,24,0,1993,Hardcover,English,/work/shelves/516753,Mode
529060,Young Adult Catholics,"Dean R. Hoge, Mary Johnson",4.71,7,1,296,2001,Paperback,English,,
529061,Design with X,Dean Young,4.11,37,6,64,1988,Paperback,English,/work/shelves/516758,
529064,One World of Welfare: Japan in Comparative Perspective,Gregory James Kasza,0.00,0,0,189,June 13th 2006,Hardcover,English,,
529062,"One World, Many Cultures","Stuart Hirschberg, Terry Hirschberg",3.67,63,6,624,January 1st 1992,Paperback,,/work/shelves/146096,
529068,"Death by Supermarket: The Fattening, Dumbing Down and Poisoning of America",Nancy Deville,3.72,110,23,339,July 10th 2007,Paperback,English,/work/shelves/516765,
529066,One World,John C. Polkinghorne,3.82,74,7,128,October 1st 1987,Paperback,,/work/shelves/516763,
529071,55 Years of Formula One World Championship,Bruce  Jones,4.00,1,0,303,2005,Hardcover,English,,
529072,"Encounters in World History: Sources and Themes from the Gloencounters in World History: Sources and Themes from the Global Past, Volume One Bal Past, Volume One",John Sanders,3.78,9,0,480,April 21st 2005,Paperback,English,,
529067,Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling,John Taylor Gatto,4.16,6994,936,128,1991,Paperback,English,/work/shelves/516764,
529069,El hombre sentimental,Javier Marías,3.70,1202,156,160,1986,Paperback,Spanish,/work/shelves/1155896,
529070,Baile y sueño,Javier Marías,4.26,1362,126,410,2004,Paperback,Spanish,/work/shelves/967790,Tu rostro mañana
529073,Themes in Modern European History 1890-1945,Paul Hayes,3.71,7,0,324,1992,Paperback,English,/work/shelves/516770,
529074,One World A View of 50 Countries,Michael S. Lewis,4.00,2,0,280,2006,Hardcover,English,,
529075,A Heart So White,"Javier Marías, Margaret Jull Costa",4.01,9023,888,280,February 13th 1992,Paperback,English,/work/shelves/782039,
529076,Dark Back of Time,"Javier Marías, Esther Allen",3.84,657,65,336,1998,Paperback,English,/work/shelves/2094169,
